,R(0.01),R(0.02),R(0.03),R(0.04),R(0.05),R(0.06),R(0.07),R(0.08),R(0.09),R(0.10),R(0.11),R(0.12),R(0.13),R(0.14),R(0.15)
2025-03-16 18:00:00+00:00,3781.6175055449494,3797.3822992857968,3411.44447759576,3204.258754639537,2597.0555807364362,2402.2600016401193,2260.1092572745692,1951.5074755959286,2204.8753692646496,1839.1362439976729,1820.7051223245726,1836.0347333925747,1736.9866135775374,1742.5693608456277,1501.8965757433834
2025-03-16 19:00:00+00:00,4576.739168602544,3280.820484299962,2688.007957589798,2321.921153524272,2053.71367288092,1901.0287619723167,1804.6520365010365,1821.0167354038058,1566.9960224379392,1696.403537991202,1569.5711229750523,1452.6279506967185,1480.4768895729721,1422.5367215428923,1275.7467517651385
2025-03-16 20:00:00+00:00,4334.815080093984,3414.8587458221955,2899.095233407046,2471.6501267767962,2381.169375392812,2210.7645217438912,2084.2351176569937,1932.4409214522602,1815.1694420094645,1691.3705288994315,1579.5220949571085,1474.4249861883727,1396.6397017690397,1439.327836309778,1364.682055546924
2025-03-16 21:00:00+00:00,4210.474963765235,3994.889941076799,3759.1989257961395,3516.0042158823926,3336.075841886268,3154.371104612168,2964.581126948622,2730.160524921288,2748.8575917198905,2472.6414220490624,2432.7506687490313,2369.1377439199787,2239.9738378263646,2286.567354513325,2117.0128217264064
2025-03-16 22:00:00+00:00,4370.903179251123,4033.5803508964236,3725.787283514859,3514.3080333584003,3323.972925992719,3142.644390168527,2965.2626904022763,2707.6665465595943,2734.0639070338802,2462.626280769342,2399.943326753062,2317.884927003499,2210.648528332029,2251.4268672199687,1950.928217574372
2025-03-16 23:00:00+00:00,4576.010153643569,3807.5791877872616,3355.6600727423065,3018.0920321615777,2924.2639400154876,2745.077903123958,2592.122189757916,2399.4575601852193,2308.799453457548,2141.815911878977,2014.5484826344327,1916.117416004592,1813.649116344408,1804.358932492185,1558.406275309746
2025-03-17 00:00:00+00:00,4313.099330857505,3776.0959480539095,3392.855250564695,3024.564445396398,2864.5888485916657,2687.2069543221005,2526.0375823267823,2393.5022415518397,2279.5448875889124,2124.857814803385,2029.7903537646635,1974.9606665692336,1841.0881230001833,1764.925214937437,1805.5340758070524
2025-03-17 01:00:00+00:00,4275.277497605901,3822.3248127685,3485.610716701194,3193.72402261987,3032.033439386607,2851.6724349385986,2684.243346363779,2597.0109154762977,2455.416178149404,2358.474231875778,2278.3320699549295,2218.107003777921,2108.8115370392843,1993.94239540337,1905.7952909004453
2025-03-17 02:00:00+00:00,4121.239524777804,3384.6373234169514,2888.2610853208753,2489.4696050598213,2365.9825338363953,2196.9118676079743,2072.324296611114,2002.4139703987457,1823.026515471669,1760.150044482638,1637.587063963365,1573.4011710343693,1468.602269930867,1332.9627769426734,1227.6040679789367
2025-03-17 03:00:00+00:00,3982.4181520419443,3439.161325572859,3038.498337850797,2689.3194360538764,2576.5331469558223,2400.9615168001037,2258.8952420952482,2248.9705006613003,2036.8259747091797,2021.8772066259553,1930.88032808571,1876.0481678853248,1774.4564072277135,1597.0104730230305,1674.9969123058036
2025-03-17 04:00:00+00:00,3821.5235862523987,3352.541678302674,2946.247487875742,2630.377492165753,2517.0299266753063,2340.837347649227,2204.9053225532116,2173.8385289882062,1997.0133773956404,1959.803136706374,1875.8752803060488,1820.701463332327,1725.0390591519827,1552.3367470590892,1569.5508113402175
2025-03-17 05:00:00+00:00,3667.2784204309646,3034.0511753421088,2462.100084670601,2104.489971832103,1993.704400751536,1824.1042797670816,1729.8971230073876,1624.2830731743816,1511.2653838193291,1412.220848728095,1302.365750548066,1232.077907524792,1148.7542111026705,1019.7217626530692,947.0572910525225
2025-03-17 06:00:00+00:00,3530.327572145303,2565.0157263966903,1728.003866417952,1231.5240711313745,1205.3371538277133,1032.0708086524464,994.5565116808211,830.2833592629977,746.6439596898781,608.1243563872267,456.2343546682823,355.7534865033813,286.39966802271374,213.66631628738833,107.26866360984422
2025-03-17 07:00:00+00:00,3456.544433257426,3081.1677265152684,2344.7806036706315,2046.889542204619,1508.801434647401,1394.0424225764582,1360.5306183829962,973.4440315797765,1161.2310835381213,703.2409020209307,621.779955551734,585.5969485758687,477.60354734834254,458.99362073531665,254.3333793423808
2025-03-17 08:00:00+00:00,5155.438226885279,4451.504935005229,3819.0010650530967,3668.3124373993633,3038.765093611706,2933.019551759913,2841.9883292509185,2626.091580160639,2528.4525493389738,2311.9493855183464,2224.3451563843264,2109.6773868899036,2078.379779232004,1967.2308046317557,1785.8780087718405
2025-03-17 09:00:00+00:00,7007.912713935155,5938.303281730856,5291.284209461854,5047.5497928067925,4829.623877129561,4631.485088467154,4447.398178674543,4265.067481397535,3965.386748121913,3836.971589450346,3671.6808207314534,3451.518354573469,3395.757169638542,3278.900784758698,3060.6409643616207
2025-03-17 10:00:00+00:00,7498.891516040749,7193.444248617234,6555.412832604787,6353.320495571112,5772.756906089788,5549.900377031918,5327.4685879128665,4716.332984849847,4865.704089484425,4158.264567194747,4008.6316103434146,3868.288913497039,3657.7783615441585,3645.0333444737335,3175.3419715477794
2025-03-17 11:00:00+00:00,9414.08585242214,8822.586088829885,8241.830324162453,8174.810052550638,7554.30691219322,7282.270549663117,6983.382657426948,6499.392516614782,6444.826026544062,5955.34802918612,5769.546880209644,5558.152080843669,5416.748709940432,5295.520436657447,4737.85545070935
2025-03-17 12:00:00+00:00,10767.171248100363,9275.606216336739,8345.112557999368,7925.130809614966,7836.658967822099,7450.6004152276,7135.913529396916,6743.271409142944,6456.996769103083,6162.104206096075,5828.281393469471,5514.23689875078,5374.470458514057,5230.662385868563,4779.764226214829
2025-03-17 13:00:00+00:00,10174.75284105249,9260.651050020038,8292.618088512289,7720.15143517957,7443.558026049126,7022.899236341633,6708.237767040751,6112.644482917007,6133.833050972491,5503.919057473489,5192.573303701327,4994.132621063021,4722.15883955641,4609.227466411619,4236.8671435982105
2025-03-17 14:00:00+00:00,10043.056664529919,9199.33059660501,8397.484151867393,7858.756652469834,7604.92086070362,7150.576607795752,6802.023906389753,6520.448895477501,6323.849756505064,6045.989125380838,5793.909397869611,5609.379886440904,5411.056005930608,5154.9336960669825,5015.957780561672
2025-03-17 15:00:00+00:00,9313.788794239117,8378.927748052236,7576.068010196235,6978.804832310176,6850.151059344207,6388.366049630567,6060.695184581025,5877.281238838019,5644.513162825759,5493.3253591501925,5245.188128218113,5073.414677617584,4903.167506506637,4641.3282278812985,4448.302660441295
2025-03-17 16:00:00+00:00,8105.521394195734,7310.208963104109,6624.721720598231,6006.719486535832,6020.510585431723,5559.239948339033,5242.152796697825,5177.105590333282,4924.8440659219705,4895.8262086371105,4693.096257741694,4554.859831349902,4402.516731043572,4143.878917251146,4184.106226515294
2025-03-17 17:00:00+00:00,6466.647084810349,6042.951022657202,5520.306508742513,4998.089354515243,4956.991240577248,4539.424160840717,4252.519704015198,4186.758203798097,4066.7677302641387,4011.592814753014,3884.247328004589,3807.4352394338057,3667.805952243165,3466.3538766803176,3545.789147467469
2025-03-17 18:00:00+00:00,5065.734766221685,5208.3647168894095,4805.920457335225,4651.3254984738305,3757.2013133524015,3525.3662577964496,3332.889855396301,2951.501591255641,3263.2512019505884,2806.4430203171796,2773.1878846581967,2808.9818586594774,2680.2185775922553,2610.0496332356197,2338.8073754972356
2025-03-17 19:00:00+00:00,6456.7022321503755,4779.785196475634,4166.5515508882745,3840.1130338171715,3444.608747645754,3259.3323548796398,3103.497014327302,3230.9052752847274,2775.464462858952,3083.530082139805,2901.005227700043,2743.4273338092826,2804.2205393686236,2609.9338397218235,2498.5497636713408
2025-03-17 20:00:00+00:00,6239.840036485788,5308.221535980694,4890.079523003893,4578.7013337417375,4281.812335673028,4081.9110401242724,3866.075462674511,3690.2801152527827,3510.175708718656,3375.0468818011286,3231.823915289009,3111.6794539064867,3010.601129952287,2963.6103480963575,2951.202228166687
2025-03-17 21:00:00+00:00,6388.423340666624,5869.079053188652,5593.83791764926,5400.693133865148,5060.882641619406,4848.533308018916,4590.244058508237,4308.667688388654,4242.481879882471,3959.5767883989975,3842.016562803343,3737.559726987405,3593.2896947035624,3562.4862106128203,3300.8703023255584
2025-03-17 22:00:00+00:00,6742.352656864226,5904.934528159036,5474.978529560591,5228.521533349529,5064.831229638316,4821.194852585511,4572.83573679754,4283.552541235615,4177.846476812556,3941.415372877047,3765.5197155475835,3613.2566267991206,3490.4552578553994,3459.338010763866,3106.7440292954707
2025-03-17 23:00:00+00:00,6565.92062604423,5677.502524050622,5129.53580682601,4789.443468952879,4536.2955445384505,4303.791450069759,4085.797041000653,3732.6385376308826,3694.6895156172322,3368.551668493019,3160.8263377949843,3045.0990447369404,2882.0163155416303,2831.7723119552757,2547.087853357596
2025-03-18 00:00:00+00:00,6562.534677178162,5627.727097303039,5155.345347847688,4764.850976287758,4542.551217616667,4303.043378559727,4069.8087981483695,3956.2141127042705,3699.8681943879856,3620.5820696884184,3434.130094199514,3332.923023296971,3190.4125410519046,2999.2034013179073,3073.4543520394072
2025-03-18 01:00:00+00:00,6257.182604628048,5623.9296572721505,5225.263969875865,4930.224633170939,4609.024932345834,4377.374332702857,4142.080766334846,4000.0342925865552,3817.6161141270713,3682.7108128688997,3531.2809531014063,3454.7148700748803,3308.6383452031805,3102.4380709892066,3040.655490415629
2025-03-18 02:00:00+00:00,6251.51988002217,5311.303739945244,4799.659087998611,4459.04836904,4130.67550095226,3921.015004362991,3722.167928324816,3635.401875645817,3373.4701402358405,3326.7406927312186,3138.5771113397277,3051.0034390986257,2931.9790638000704,2683.7715641700634,2564.840721844128
2025-03-18 03:00:00+00:00,6389.54841699102,5586.425881437419,5195.819821403245,4935.716194207023,4663.495348053526,4441.756562730778,4210.374876781505,4192.115010036789,3863.4786368094356,3891.5356974396273,3725.9092896629663,3627.734273005626,3520.279294594824,3229.6963319399583,3309.19823116513
2025-03-18 04:00:00+00:00,6488.797874273827,5880.701042991546,5563.708129304381,5405.920384246638,5119.348022128768,4890.1549353533555,4636.227776374173,4550.625468496619,4293.109924298871,4248.717277975811,4092.0426765169395,3992.9988060347896,3876.3324747865336,3599.1172246258284,3616.2207478325
2025-03-18 05:00:00+00:00,6743.090271036213,5990.793609051965,5611.343263063507,5469.058078550748,5218.5145425624505,4981.427616289693,4728.9303215536565,4601.730843525918,4358.018022491873,4302.004682467181,4115.973725982134,3993.930754960631,3888.1451532501887,3625.706574314645,3636.667922465218
2025-03-18 06:00:00+00:00,6880.196948235251,5870.942793103663,5332.9823624797355,5108.984267023225,4923.7946506613225,4677.021894326201,4445.858967871129,4257.57092131488,4040.0503382866445,3945.777614034414,3715.3781897626905,3572.9602341260907,3465.0227302409985,3238.2590271007575,3265.3411897022233
2025-03-18 07:00:00+00:00,6662.135242434299,5857.735242175288,5190.539124853254,4993.761200969166,4209.456450030193,4052.716615013298,3888.1400338423846,3436.6685286783395,3505.135977046375,3052.348294911397,2833.4762395328507,2774.4665551870567,2610.845984662308,2441.892361505401,2294.9165429497953
2025-03-18 08:00:00+00:00,8318.909758723603,6583.545982502299,5824.136282107924,5542.310284996987,5012.437939382755,4835.064517118713,4645.0120217227595,4546.023463112462,4102.8936780710355,4141.285700826658,3856.025493839552,3667.833288214446,3619.308877024727,3320.2799317323224,3283.51512060759
2025-03-18 09:00:00+00:00,8796.605754293632,7223.212766951445,6326.638804764632,5899.007920556483,5483.567259652016,5255.536466066864,5049.438379909203,4708.736399971582,4446.523225904544,4170.964767693535,3853.9010712528034,3655.748443761273,3505.482186639114,3314.8013478247594,3075.493261079384
2025-03-18 10:00:00+00:00,9241.290948112211,7969.979053610397,7062.277383281871,6624.3424037660225,6166.506457605785,5890.108058546059,5653.588211776863,5213.105229191067,5063.221020660945,4639.675620737347,4336.2006877319,4145.598352223722,3954.4555406890213,3780.752016290062,3405.5796144765045
2025-03-18 11:00:00+00:00,9849.575574533177,8552.899599808603,7632.837230699937,7164.391176989309,6876.765147064529,6527.613611265748,6250.980738305414,5886.7333737395165,5658.8145736109145,5340.542050634322,5031.62768447987,4803.188076395723,4633.483741550997,4427.323347927777,4070.5449912511613
2025-03-18 12:00:00+00:00,9670.883035655672,8507.903859673897,7493.573224003398,6934.464806420961,6658.60592970717,6270.054544034327,6001.014661447189,5560.964852336125,5454.477280316452,5031.067169159454,4721.23054636264,4514.111508776114,4315.859626316851,4140.9121191111335,3759.204279012927
2025-03-18 13:00:00+00:00,9429.276543575463,8305.780998601753,7363.506262125389,6750.594435535393,6548.963461351341,6131.492088444138,5846.54595059494,5575.053452248809,5361.052693727179,5114.745849224564,4832.013544291185,4642.671451211689,4464.3579135110995,4222.866156288277,4035.342831675218
2025-03-18 14:00:00+00:00,8632.889407777351,7958.0828725752435,7188.4696113612445,6645.872283212346,6300.036094706578,5894.741939243511,5603.833095149777,5367.78147511639,5230.65674812744,4970.938248168008,4765.612859237714,4638.920802479064,4455.537476531128,4204.943194136089,4098.055717619238
2025-03-18 15:00:00+00:00,8136.832961396998,7110.295967606013,6343.624578027986,5725.983858107291,5675.68109472753,5257.106042465726,4980.373946298569,4964.766120486318,4626.561802709897,4663.580753566333,4450.444647596094,4289.286309772404,4175.362693481591,3898.2491146668763,3804.90800096326
2025-03-18 16:00:00+00:00,6750.159848192794,6257.705912432772,5682.91597588655,5140.225622830738,5104.682096953904,4699.678013212462,4424.10048438338,4340.6612585647235,4187.3250455037705,4102.641041027098,3960.994271721327,3861.704321551537,3716.6459909091573,3517.10478066824,3510.031151631498
2025-03-18 17:00:00+00:00,5680.595349960953,5655.523484928126,5374.092278428085,5092.480356822431,4884.57229320523,4533.874926831209,4252.44551707575,4166.500593461293,4126.9815406454,4029.4641563577024,3977.8917785959784,3925.8668484636582,3814.4163265633833,3652.9847452164686,3672.8132973200263
2025-03-18 18:00:00+00:00,5144.7886485520285,5279.579282239385,5051.981350924398,5084.658504900952,4223.245859957278,4028.7332884578573,3817.877188577935,3463.94768702321,3715.553881499196,3325.5952968676793,3305.854385549741,3305.6378324631296,3219.7121559654406,3173.466026516049,2862.3500653218944
2025-03-18 19:00:00+00:00,6473.322575246202,4676.535133974685,4000.171362065099,3671.368816438473,3294.9763152075902,3138.593812164989,3004.5870435054167,2990.4366034498453,2619.651535783254,2783.8965495230586,2562.9786185577614,2389.7887582469557,2426.1131479470496,2313.7837779696274,2090.9247957375337
2025-03-18 20:00:00+00:00,6330.647699438181,5057.80608606137,4465.015385471168,4023.735915327241,3917.008456962314,3707.752393822877,3521.019427918167,3305.7833333401068,3104.004898475978,2954.349238287039,2751.3461111216093,2593.043706262535,2486.261645261424,2483.300517786891,2423.3667780073374
2025-03-18 21:00:00+00:00,5993.179195676377,5513.586638767825,5130.971909595668,4824.984184132263,4593.777481593213,4362.885233564426,4128.517453024237,3776.037628217935,3793.094042473982,3412.0593287170777,3280.3396720487,3183.865418499685,3005.9762271052314,3017.6920816383063,2755.198987541713
2025-03-18 22:00:00+00:00,6089.650572169856,5458.184165928571,5009.843901260181,4727.510699577229,4519.830535520727,4277.785339860515,4055.037252342023,3764.4861473077617,3726.0575654647982,3450.757614243994,3304.4730782745028,3186.9816051734015,3055.237029166128,3022.457344925373,2702.746762581177
2025-03-18 23:00:00+00:00,5955.964240928406,4996.180808454614,4384.891025503966,3974.1533783566265,3784.6421788931693,3555.09948742883,3375.3239686745437,3127.2903279722814,3028.8517412284345,2815.1414410035286,2621.062914480637,2508.5947485190627,2379.123336467397,2303.9042412472045,2042.9944350738588
2025-03-19 00:00:00+00:00,5668.668797248443,4888.012991831645,4380.9838918517635,3961.5134592628237,3721.8631096000026,3499.1271422090504,3309.756841987728,3199.9738872650632,3005.3387825370446,2900.3715361389477,2747.300494656767,2670.7327901109675,2536.4460436639783,2366.6482833384725,2417.463091888363
2025-03-19 01:00:00+00:00,5522.884273921176,4951.563024197436,4556.396981335078,4248.551746483754,4008.2231045428052,3783.4953633315818,3577.546766446554,3517.478259643045,3303.716483818491,3250.2707801590514,3131.7938800435877,3055.155439160255,2942.412713038437,2737.2509324037383,2704.8470066573354
2025-03-19 02:00:00+00:00,5354.193977144692,4601.0420650374435,4121.827636977738,3764.456443213021,3530.4840603101766,3324.167941095817,3148.8530583316606,3102.3030500018504,2861.8194730341056,2834.045133081614,2685.8723301024147,2611.8790216348425,2501.7966497777015,2274.378236474062,2191.9839958015145
2025-03-19 03:00:00+00:00,5244.080511948399,4615.989494643363,4222.531897409892,3909.661450792948,3701.6604128520703,3492.8161011988195,3303.119096734081,3323.51136783696,3033.038730212458,3069.0408136527185,2944.3940639088905,2873.981739993156,2771.5619358743206,2503.1623205247743,2610.4303618780614
2025-03-19 04:00:00+00:00,5215.3319031637875,4786.1888811903555,4475.814213404687,4288.594808431728,4047.840213113006,3840.5784770193786,3635.527670093703,3601.711021872652,3379.3433065198114,3360.7786673396695,3252.9124059122914,3181.48433395577,3083.499879030205,2829.1908903951626,2844.11163250915
2025-03-19 05:00:00+00:00,5513.918351280699,5039.179932634994,4752.253627979226,4658.4144989545675,4426.752471776141,4217.994173260064,3998.745961928689,3927.299049381487,3718.899744499882,3694.4386116056266,3573.5146256342123,3477.981814599356,3398.139153221782,3157.954007715525,3184.018122877671
2025-03-19 06:00:00+00:00,5730.1331155378575,4932.987487555991,4484.20131627316,4299.669528766863,4122.935362416189,3913.5898670918104,3717.327132579274,3586.726077099651,3386.416814188131,3328.1549714907305,3153.7101363122056,3036.8291510651834,2951.606743648961,2744.6458655859897,2794.6804091254016
2025-03-19 07:00:00+00:00,5582.574176766597,4820.355298140945,4193.888088648899,3966.518838807533,3350.2562869432877,3211.650606076262,3081.5013253552825,2729.625500324444,2749.5402587024437,2396.965064267839,2212.0691150988932,2155.006247984107,2019.2215712430334,1869.358416300296,1767.0637726609712
2025-03-19 08:00:00+00:00,6699.2599350936,5491.823417314168,4713.682489488863,4510.432175197777,3594.9951848269557,3512.6782984660895,3414.2038498522015,3084.6642178190305,2982.69521319418,2681.1957194394854,2464.4891938524306,2365.2815215752416,2282.7384442833572,2098.3330387740425,1810.0394520127738
2025-03-19 09:00:00+00:00,8810.367590474314,6269.346541839812,5276.014697055856,4656.00066322081,5079.028977432245,4786.7109852857975,4588.187737109911,4733.822569833697,3903.4992626425883,4299.384679917523,3925.6890612739153,3569.0090507536806,3573.2732080965943,3303.025352708355,3287.279205895138
2025-03-19 10:00:00+00:00,6735.618777992422,6923.408940791087,6189.9324007508185,5833.100937915995,5141.437325821978,4890.0011129986815,4685.288000118446,3784.9831337579453,4307.849481190031,3192.402836963862,3022.909558199426,2993.7571348638303,2634.48897498718,2679.3833652752364,2234.3127791244115
2025-03-19 11:00:00+00:00,8640.945284966896,7291.527078698658,6466.329336170937,6045.020026212886,5774.394843746675,5467.059771918139,5236.720144347644,5158.523145068029,4748.806345821868,4758.308579417149,4513.342204212357,4296.987503924844,4231.916124617499,3947.3527899913533,3690.3632789881012
2025-03-19 12:00:00+00:00,8252.974334761471,7215.134453649167,6260.157987888124,5728.189017159028,5515.269999336604,5171.662127801021,4954.24015074769,4571.958148974569,4485.291178074236,4112.81813563138,3853.487107068395,3664.6652993190073,3501.743900773865,3371.0311454210023,3000.161418021831
2025-03-19 13:00:00+00:00,8074.098140865732,7247.081811339071,6425.090040051538,5899.731662219674,5657.497511085516,5297.421672882709,5053.059489329884,4773.868159158621,4647.172132075459,4360.719961112329,4142.157023073443,3986.9162577110183,3823.0614444430394,3641.047024571417,3441.5663196101377
2025-03-19 14:00:00+00:00,7720.453731807109,7097.656159996339,6450.821743570683,5959.211091558303,5784.947509463571,5405.4705723766965,5129.9935585745625,4997.701085767054,4792.1107926360055,4653.444672648664,4487.835293407108,4349.728185285094,4206.469661792573,3982.2815951493103,3939.0038140418255
2025-03-19 15:00:00+00:00,7044.025059913147,6572.489196578121,6028.179901398609,5584.003816418517,5455.325135547333,5080.05457610116,4805.093049833173,4683.056508816604,4529.483049831266,4404.6985767170845,4265.205220424898,4148.187570822651,4013.510447612418,3819.909302353517,3673.305239713627
2025-03-19 16:00:00+00:00,6262.900010336591,5881.537450790718,5454.89424282519,5064.510404424604,4976.968618930507,4620.085627961278,4351.069737829661,4276.185751765443,4136.194555388996,4071.464604967645,3961.871588231079,3865.4837504758834,3751.259055534916,3579.9731213905834,3544.2823656949477
2025-03-19 17:00:00+00:00,5467.599629589757,5204.5847617285035,4922.079488456693,4637.242246699738,4586.730359091343,4256.564289168127,3990.274865108353,3926.1581504813876,3828.41276585983,3792.151851805196,3715.658175123426,3633.137693995326,3542.291809702372,3418.1767859390457,3436.2094609634223
2025-03-19 18:00:00+00:00,4462.692147881426,4468.053615548146,4147.873501229784,4040.488097083311,3370.5148937656486,3180.188773301794,3005.1746293865654,2616.377334310964,2898.7722352418714,2466.3561695049284,2421.2728241547156,2423.9896351756543,2310.3659613683485,2323.703625214024,2052.3999232130373
2025-03-19 19:00:00+00:00,5364.144765893921,3860.1527052789534,3222.4838812483213,2876.6714961005055,2459.7882051318957,2328.587535526458,2226.940856840876,2165.391159922161,1919.8409881281987,1983.9250666667212,1803.0416552609895,1682.4647296578842,1691.356660814643,1620.3791522372849,1404.6798089635777
2025-03-19 20:00:00+00:00,5548.571393081911,4438.141791971539,3979.959690672935,3622.4743005714918,3487.997991422606,3311.121491272199,3137.2582951455843,3014.2635832581946,2785.2436510897896,2727.3501756628684,2574.4172998883223,2437.719599765027,2364.6235033785197,2347.2800575711735,2317.53930805486
2025-03-19 21:00:00+00:00,5323.317148689115,4890.607815752548,4601.169424840693,4344.7147461416025,4166.359774892291,3964.021866264542,3744.1484537813158,3452.9525562736453,3441.1363031323417,3130.4956213717815,3025.158411430224,2933.844385971126,2780.8594318657124,2804.011901671911,2565.1057469667794
2025-03-19 22:00:00+00:00,5291.543900582292,4703.901547799753,4275.27080431192,3992.680711534158,3827.4881445431383,3616.163504653472,3425.0864476372954,3121.169860314498,3125.1947605437963,2828.0399434479623,2695.540336979604,2591.4667409537797,2461.801415661612,2474.1832038421344,2135.5911956592317
2025-03-19 23:00:00+00:00,5271.534214593499,4450.658684539201,3942.285432965815,3591.0997803168066,3431.0148932788725,3228.2947236794134,3059.1418148843586,2826.4665052029086,2749.308600561846,2544.9362865038347,2380.4747575508372,2281.355041558396,2160.740035341478,2111.7339829037373,1867.9363463712143
2025-03-20 00:00:00+00:00,5013.936500154872,4330.993405118214,3906.5812501912806,3525.7334330353915,3317.739582166978,3121.5333788779462,2945.5768536399337,2853.5760243274563,2672.6911525364194,2580.210157455338,2450.8463899276176,2387.640575456695,2259.9652255969922,2113.6499082444134,2195.3045052775706
2025-03-20 01:00:00+00:00,4885.522470537122,4350.331130574115,4018.400062498389,3725.797273975877,3553.4200358429953,3351.207372146957,3160.440623689865,3129.180350475508,2911.9335215982646,2889.1260778836586,2785.111926058853,2717.442458194877,2612.1111338129194,2427.5799445520024,2407.0432536710578
2025-03-20 02:00:00+00:00,4637.765717659277,4031.802101766887,3652.4095369948773,3335.97066053858,3142.8266447636197,2958.6851189841254,2792.5526520275234,2760.0583440979535,2546.1268200140184,2522.735674283482,2401.8624467715417,2346.7957848914593,2237.628966186705,2033.791495927704,1989.262358945758
2025-03-20 03:00:00+00:00,4533.227335520489,4038.7299699654614,3750.745550659456,3496.220004222363,3286.8284639581107,3109.189525897622,2931.797513327874,2967.9162153272628,2703.7008962765103,2748.6389318080546,2651.3099849387,2603.1320335996425,2506.6758708773777,2256.7765683098914,2376.5795461119997
2025-03-20 04:00:00+00:00,4586.4366375661775,4226.482929402067,4010.626310286134,3881.9130493438497,3612.441882203515,3445.56336252013,3257.200584251499,3246.6000782103147,3031.862482458797,3034.8242254968354,2948.284236358537,2896.640421298587,2809.4098593185918,2567.646253930012,2598.2520469092633
2025-03-20 05:00:00+00:00,4963.311783407662,4405.881608651915,4134.471788119998,4044.4179719316962,3835.813869248428,3664.671742384584,3475.2643871409164,3425.0053617033773,3203.071558593241,3208.760960288513,3088.1271963468316,2997.3557502741096,2931.2683983910247,2712.4044307622826,2723.6122729706112
2025-03-20 06:00:00+00:00,5179.988576014701,4389.314781470908,3943.2091801467177,3777.985529215497,3609.0735393857613,3432.6191012649724,3266.317097343468,3097.4717782930675,2945.718741200093,2845.5772825554886,2674.531016877372,2562.5805259158515,2481.31589166887,2321.0825437263484,2308.3693897769845
2025-03-20 07:00:00+00:00,5234.591936016084,4542.088747663496,3966.8934462382385,3806.331800470056,3176.9112776104157,3065.7213180703693,2948.2714481174917,2565.250623140033,2625.0141407323827,2239.764860046722,2066.138343081293,2010.2019638493875,1882.4805047801055,1767.1330820964868,1628.3209000501884
2025-03-20 08:00:00+00:00,6792.58876005793,5893.937623868267,5374.670952197055,5383.431004413782,4410.307093969634,4345.024118916372,4199.409597187267,3872.3585553381854,3778.9927012265834,3478.2074544105562,3302.6497471473485,3206.1777458990546,3131.223103230266,2943.351483848972,2709.343594844009
2025-03-20 09:00:00+00:00,9193.008366210663,6742.924271604999,5920.07486490623,5446.458882297091,5833.0918899077005,5554.489553141924,5315.715883829063,5450.583729079946,4605.41985078108,5004.589731481887,4633.691562968699,4269.837033316471,4274.48420320185,3997.263383787613,3999.6831083129946
2025-03-20 10:00:00+00:00,7188.667212965724,7255.551113022673,6543.017650522583,6240.076597552521,5484.735566160416,5254.130876125069,5039.812096173919,4073.9067256685375,4611.517405467712,3446.7665801345574,3239.2079220143205,3203.9371212425176,2831.9036125319035,2883.8945849517477,2360.5435986354714
2025-03-20 11:00:00+00:00,9380.150485484635,7912.130856173491,7169.945550201446,6830.946924985408,6570.652928721189,6262.375626229041,5993.795675808222,5916.997651089936,5447.939733418694,5493.880513741686,5215.771052567543,4976.177612441694,4912.554120140594,4603.340844563441,4380.554507177971
2025-03-20 12:00:00+00:00,8869.216067616675,7675.670438557128,6729.596815589735,6202.770391996273,6040.034327862457,5684.570739588307,5440.876347925179,5029.700548821995,4916.81930317825,4541.051018854043,4233.6562141409595,4028.9040665778884,3848.3836028661026,3705.406763967105,3354.811017938082
2025-03-20 13:00:00+00:00,8429.18337225863,7476.066587459369,6623.877602951245,6075.906305558878,5856.0051772532315,5485.137234554961,5230.731060816623,4915.24458786421,4795.530374386071,4488.7187029365305,4227.6687549481285,4070.4130597126787,3887.9583291438903,3696.2181752038814,3512.516544800972
2025-03-20 14:00:00+00:00,8019.895880717209,7381.737671929339,6802.934439837947,6361.54524786539,6182.350824274741,5794.469329233638,5493.111760645297,5375.59989894044,5149.70194937272,5046.699931044939,4864.8784178604255,4729.390577186117,4584.935021035839,4327.935225917448,4353.771602088193
2025-03-20 15:00:00+00:00,7082.687943464574,6369.706681585165,5766.637165617802,5251.442529986394,5145.272957046844,4774.269445223137,4511.878690530844,4428.823781895029,4223.036140180535,4161.3700535237585,3983.462809670171,3872.0390310274233,3736.771934357901,3512.0933696500215,3443.0187006722335
2025-03-20 16:00:00+00:00,6145.442232549161,5944.719527390713,5626.3113544112275,5339.523842990573,5032.461090304227,4712.339040021448,4440.272969849189,4332.880888142703,4255.448744270296,4137.59638553478,4046.3375138038537,3991.372324664284,3866.880742903937,3676.591915687495,3647.661029622759
2025-03-20 17:00:00+00:00,5966.772197180195,5559.835104642181,5388.046142405285,5228.6182704803505,5049.498735978355,4755.989301442518,4473.076577762178,4487.10482186923,4278.133019543704,4359.177739269333,4274.842510628769,4181.792121570077,4127.81197548833,3946.133668893388,3972.8255798823593
2025-03-20 18:00:00+00:00,5284.100208466938,5083.366801811797,4835.236762515291,4810.257517743434,4215.2062666146885,4023.3871500094538,3810.677172708849,3438.3665278394037,3625.2049670827473,3259.659741241019,3175.2648159757155,3133.37059551954,3034.051038497637,3033.098534851466,2747.061993002477
